date,station,parameter,value,datasource,flag
2002-06-17,200,secchidepth_m,10.2,LMP bio,NA
2002-06-17,210,secchidepth_m,9.6,LMP bio,NA
2002-06-17,220,secchidepth_m,10.2,LMP bio,NA
2002-06-17,230,secchidepth_m,9.5,LMP bio,NA
2001-09-17,100,secchidepth_m,9.1,LMP bio,NA
2001-09-17,200,secchidepth_m,8.7,LMP bio,NA
2001-09-17,210,secchidepth_m,9.45,LMP bio,NA
2001-09-17,220,secchidepth_m,8.25,LMP bio,NA
2001-09-17,230,secchidepth_m,8.95,LMP bio,NA
2001-08-21,200,secchidepth_m,8,LMP bio,NA
2001-08-21,210,secchidepth_m,8.9,LMP bio,NA
2001-08-21,220,secchidepth_m,8.8,LMP bio,NA
2001-08-21,230,secchidepth_m,8,LMP bio,NA
2001-08-14,100,secchidepth_m,8,LMP bio,NA
2001-07-23,200,secchidepth_m,7.5,LMP bio,NA
2001-07-23,210,secchidepth_m,7.3,LMP bio,NA
2001-07-23,220,secchidepth_m,7.83,LMP bio,NA
2001-07-23,230,secchidepth_m,6.8,LMP bio,NA
2001-06-25,200,secchidepth_m,6.6,LMP bio,NA
2001-06-25,210,secchidepth_m,7,LMP bio,NA
2001-06-25,220,secchidepth_m,6.65,LMP bio,NA
2001-06-25,230,secchidepth_m,6.73,LMP bio,NA
2001-05-30,200,secchidepth_m,8.25,LMP bio,NA
2001-05-30,210,secchidepth_m,7.85,LMP bio,NA
2000-10-03,200,secchidepth_m,8,LMP bio,NA
2000-10-03,210,secchidepth_m,6.3,LMP bio,NA
2000-10-03,220,secchidepth_m,7.9,LMP bio,NA
2000-10-03,230,secchidepth_m,6,LMP bio,NA
2000-09-10,100,secchidepth_m,6,LMP bio,NA
2000-09-06,200,secchidepth_m,8.5,LMP bio,NA
2000-09-06,210,secchidepth_m,7.4,LMP bio,NA
2000-09-06,220,secchidepth_m,7.2,LMP bio,NA
2000-09-06,230,secchidepth_m,8.2,LMP bio,NA
2000-08-20,100,secchidepth_m,7,LMP bio,NA
2000-08-13,200,secchidepth_m,6.9,LMP bio,NA
2000-08-13,210,secchidepth_m,6.9,LMP bio,NA
2000-08-13,220,secchidepth_m,6.5,LMP bio,NA
2000-08-13,230,secchidepth_m,6.9,LMP bio,NA
2000-08-03,100,secchidepth_m,6,LMP bio,NA
2000-07-24,200,secchidepth_m,7.6,LMP bio,NA
2000-07-24,210,secchidepth_m,7.1,LMP bio,NA
2000-07-24,220,secchidepth_m,7.7,LMP bio,NA
2000-07-24,230,secchidepth_m,8.2,LMP bio,NA
2000-07-09,100,secchidepth_m,7,LMP bio,NA
2000-07-06,200,secchidepth_m,6.8,LMP bio,NA
2000-07-06,210,secchidepth_m,5.2,LMP bio,NA
2000-07-06,220,secchidepth_m,7.1,LMP bio,NA
2000-07-06,230,secchidepth_m,6.9,LMP bio,NA
2000-06-20,100,secchidepth_m,5.7,LMP bio,NA
2000-06-14,200,secchidepth_m,7.8,LMP bio,NA
2000-06-14,210,secchidepth_m,7.6,LMP bio,NA
2000-06-14,220,secchidepth_m,7.6,LMP bio,NA
2000-06-14,230,secchidepth_m,7.8,LMP bio,NA
2000-05-27,200,secchidepth_m,6.5,LMP bio,NA
2000-05-27,210,secchidepth_m,5.7,LMP bio,NA
2000-05-27,220,secchidepth_m,5.5,LMP bio,NA
1999-10-12,210,secchidepth_m,7.4,LMP bio,NA
1999-09-22,100,secchidepth_m,7,LMP bio,NA
1999-09-20,200,secchidepth_m,7.6,LMP bio,NA
1999-09-20,210,secchidepth_m,7.8,LMP bio,NA
1999-09-20,220,secchidepth_m,5.8,LMP bio,NA
1999-09-20,230,secchidepth_m,5.3,LMP bio,NA
1999-09-02,200,secchidepth_m,9.4,LMP bio,NA
1999-09-02,210,secchidepth_m,9.8,LMP bio,NA
1999-09-02,220,secchidepth_m,9.6,LMP bio,NA
1999-09-02,230,secchidepth_m,9.2,LMP bio,NA
1999-08-24,100,secchidepth_m,7.5,LMP bio,NA
1999-08-10,200,secchidepth_m,8.6,LMP bio,NA
1999-08-10,210,secchidepth_m,9.5,LMP bio,NA
1999-08-10,220,secchidepth_m,9.2,LMP bio,NA
1999-08-10,230,secchidepth_m,8.2,LMP bio,NA
1999-08-02,100,secchidepth_m,8.2,LMP bio,NA
1999-07-20,200,secchidepth_m,7.5,LMP bio,NA
1999-07-20,210,secchidepth_m,10,LMP bio,NA
1999-07-20,220,secchidepth_m,8.5,LMP bio,NA
1999-07-20,230,secchidepth_m,8,LMP bio,NA
1999-07-01,200,secchidepth_m,9.8,LMP bio,NA
1999-07-01,230,secchidepth_m,9,LMP bio,NA
1999-06-28,210,secchidepth_m,10.5,LMP bio,NA
1999-06-07,200,secchidepth_m,10.2,LMP bio,NA
1999-06-07,210,secchidepth_m,11.2,LMP bio,NA
1999-06-07,220,secchidepth_m,10,LMP bio,NA
1999-06-07,230,secchidepth_m,9.8,LMP bio,NA
1999-05-26,200,secchidepth_m,10.5,LMP bio,NA
1999-05-26,220,secchidepth_m,9,LMP bio,NA
1999-05-26,230,secchidepth_m,8.8,LMP bio,NA
1998-09-29,220,secchidepth_m,8.3,LMP bio,NA
1998-09-29,230,secchidepth_m,8.8,LMP bio,NA
1998-09-28,200,secchidepth_m,8.5,LMP bio,NA
1998-09-28,210,secchidepth_m,8.8,LMP bio,NA
1998-09-09,200,secchidepth_m,8.5,LMP bio,NA
1998-09-09,210,secchidepth_m,8.5,LMP bio,NA
1998-09-09,220,secchidepth_m,8,LMP bio,NA
1998-09-09,230,secchidepth_m,8.5,LMP bio,NA
1998-08-18,200,secchidepth_m,8.3,LMP bio,NA
1998-08-18,210,secchidepth_m,9,LMP bio,NA
1998-08-18,220,secchidepth_m,8,LMP bio,NA
1998-08-18,230,secchidepth_m,8.5,LMP bio,NA
1998-07-29,200,secchidepth_m,9,LMP bio,NA
1998-07-29,220,secchidepth_m,7.8,LMP bio,NA
1998-07-29,230,secchidepth_m,7.5,LMP bio,NA
1998-07-22,100,secchidepth_m,7.8,LMP bio,NA
1998-07-06,200,secchidepth_m,8,LMP bio,NA
1998-07-06,210,secchidepth_m,8.2,LMP bio,NA
1998-07-06,220,secchidepth_m,9,LMP bio,NA
1998-07-06,230,secchidepth_m,7.2,LMP bio,NA
1998-07-02,100,secchidepth_m,7.2,LMP bio,NA
1998-06-16,200,secchidepth_m,9,LMP bio,NA
1998-06-16,210,secchidepth_m,7.9,LMP bio,NA
1998-06-16,220,secchidepth_m,6.2,LMP bio,NA
1998-05-27,200,secchidepth_m,9,LMP bio,NA
1998-05-27,210,secchidepth_m,10.5,LMP bio,NA
1998-05-27,220,secchidepth_m,8.9,LMP bio,NA
1997-10-06,210,secchidepth_m,8.5,LMP bio,NA
1997-10-06,220,secchidepth_m,8.5,LMP bio,NA
1997-10-06,230,secchidepth_m,8,LMP bio,NA
1997-10-05,100,secchidepth_m,9,LMP bio,NA
1997-09-15,100,secchidepth_m,9,LMP bio,NA
1997-09-10,200,secchidepth_m,9.5,LMP bio,NA
1997-09-10,210,secchidepth_m,9.2,LMP bio,NA
1997-09-10,220,secchidepth_m,9.5,LMP bio,NA
1997-09-10,230,secchidepth_m,9.1,LMP bio,NA
1997-08-27,100,secchidepth_m,0,LMP bio,suspect
1997-08-11,200,secchidepth_m,10,LMP bio,NA
1997-08-11,220,secchidepth_m,10,LMP bio,NA
1997-08-11,230,secchidepth_m,9,LMP bio,NA
1997-08-04,100,secchidepth_m,9.2,LMP bio,NA
1997-07-22,200,secchidepth_m,8.5,LMP bio,NA
1997-07-22,210,secchidepth_m,9.5,LMP bio,NA
1997-07-22,220,secchidepth_m,8.2,LMP bio,NA
1997-07-22,230,secchidepth_m,8.5,LMP bio,NA
1997-07-16,100,secchidepth_m,6.2,LMP bio,NA
1997-07-08,200,secchidepth_m,6.9,LMP bio,NA
1997-07-08,210,secchidepth_m,6.8,LMP bio,NA
1997-07-08,220,secchidepth_m,6.8,LMP bio,NA
1997-07-08,230,secchidepth_m,6,LMP bio,NA
1997-06-23,100,secchidepth_m,5.5,LMP bio,NA
1997-06-03,210,secchidepth_m,8,LMP bio,NA
1997-06-02,200,secchidepth_m,7.1,LMP bio,NA
1997-06-02,220,secchidepth_m,7.5,LMP bio,NA
1997-06-02,230,secchidepth_m,7,LMP bio,NA
1996-10-22,100,secchidepth_m,7,LMP bio,NA
1996-10-08,200,secchidepth_m,9.7,LMP bio,NA
1996-10-02,100,secchidepth_m,9,LMP bio,NA
1996-10-02,210,secchidepth_m,10.1,LMP bio,NA
1996-09-09,100,secchidepth_m,7.5,LMP bio,NA
1996-09-04,200,secchidepth_m,9.2,LMP bio,NA
1996-09-04,210,secchidepth_m,8.5,LMP bio,NA
1996-09-04,220,secchidepth_m,9,LMP bio,NA
1996-09-04,230,secchidepth_m,7.7,LMP bio,NA
1996-08-19,100,secchidepth_m,7.7,LMP bio,NA
1996-08-14,200,secchidepth_m,9,LMP bio,NA
1996-08-14,210,secchidepth_m,8,LMP bio,NA
1996-08-14,220,secchidepth_m,7,LMP bio,NA
1996-08-14,230,secchidepth_m,7.2,LMP bio,NA
1996-07-29,100,secchidepth_m,8,LMP bio,NA
1996-07-24,200,secchidepth_m,9,LMP bio,NA
1996-07-24,210,secchidepth_m,9.5,LMP bio,NA
1996-07-24,220,secchidepth_m,9,LMP bio,NA
1996-07-24,230,secchidepth_m,8,LMP bio,NA
1996-07-08,100,secchidepth_m,7,LMP bio,NA
1996-07-02,200,secchidepth_m,9.3,LMP bio,NA
1996-07-02,210,secchidepth_m,8.7,LMP bio,NA
1996-07-02,220,secchidepth_m,8.1,LMP bio,NA
1996-07-02,230,secchidepth_m,7.5,LMP bio,NA
1996-06-17,100,secchidepth_m,6.5,LMP bio,NA
1996-06-14,200,secchidepth_m,7.5,LMP bio,NA
1996-06-12,210,secchidepth_m,8,LMP bio,NA
1996-06-12,220,secchidepth_m,7,LMP bio,NA
1996-06-12,230,secchidepth_m,7.5,LMP bio,NA
1996-06-10,100,secchidepth_m,6.5,LMP bio,NA
1996-05-22,200,secchidepth_m,5.2,LMP bio,NA
1996-05-22,210,secchidepth_m,5.7,LMP bio,NA
1996-05-22,220,secchidepth_m,5.5,LMP bio,NA
1996-05-22,230,secchidepth_m,5.5,LMP bio,NA
1995-10-09,100,secchidepth_m,7.5,LMP bio,NA
1995-09-30,200,secchidepth_m,10,LMP bio,NA
1995-09-30,210,secchidepth_m,9.8,LMP bio,NA
1995-09-30,220,secchidepth_m,9.6,LMP bio,NA
1995-09-30,230,secchidepth_m,8.6,LMP bio,NA
1995-09-25,100,secchidepth_m,8,LMP bio,NA
1995-09-05,200,secchidepth_m,11.8,LMP bio,NA
1995-09-05,210,secchidepth_m,11.6,LMP bio,NA
1995-09-05,220,secchidepth_m,11.8,LMP bio,NA
1995-09-05,230,secchidepth_m,11.2,LMP bio,NA
1995-09-04,100,secchidepth_m,9,LMP bio,NA
1995-08-14,100,secchidepth_m,7,LMP bio,NA
1995-08-10,200,secchidepth_m,9.2,LMP bio,NA
1995-08-10,210,secchidepth_m,8.7,LMP bio,NA
1995-08-09,220,secchidepth_m,9.5,LMP bio,NA
1995-08-09,230,secchidepth_m,10.7,LMP bio,NA
1995-07-26,100,secchidepth_m,8.5,LMP bio,NA
1995-07-13,200,secchidepth_m,11.3,LMP bio,NA
1995-07-13,210,secchidepth_m,11.8,LMP bio,NA
1995-07-13,220,secchidepth_m,10.3,LMP bio,NA
1995-07-13,230,secchidepth_m,10.8,LMP bio,NA
1995-07-05,100,secchidepth_m,7.5,LMP bio,NA
1995-06-15,200,secchidepth_m,9.7,LMP bio,NA
1995-06-15,210,secchidepth_m,9.7,LMP bio,NA
1995-06-14,220,secchidepth_m,8.7,LMP bio,NA
1995-06-14,230,secchidepth_m,8.7,LMP bio,NA
1995-06-12,100,secchidepth_m,8.5,LMP bio,NA
1995-06-01,230,secchidepth_m,7.8,LMP bio,NA
1995-05-26,200,secchidepth_m,8,LMP bio,NA
1995-05-26,210,secchidepth_m,8.5,LMP bio,NA
1995-05-24,220,secchidepth_m,6,LMP bio,NA
1995-03-10,230,secchidepth_m,0,LMP bio,suspect
1994-09-28,100,secchidepth_m,7,LMP bio,NA
1994-09-14,200,secchidepth_m,9.2,LMP bio,NA
